year,NEP:LCLUC_2011,NCE: LCLUC_2011,NEP:LCLUC_const,NCE: LCLUC_const,cum_nep,cum_nce,cum_nep_const,cum_nce_const,,forest,NEP_2011,NEP_CONST,NEP_2011_cum,NEP_CONST_cum,crops,NEP_2011,NEP_CONST,NEP_2011_cum,NEP_CONST_cum,pasture,NEP_2011,NEP_CONST,NEP_2011_cum,NEP_CONST_cum
1847,34.801,-323.694,22.581,-329.904,5758.115,-5997.296,3908.429,-7785.082,,,140.686,10.461,3275.15,2066.358,,5.958,1.173,65.645,10.214,,20.952,28.192,1355.736,1433.227
1848,335.302,-28.945,27.238,-330.667,6093.417,-6026.241,3935.667,-8115.749,,,96.575,10.347,3371.725,2076.705,,5.089,1.711,70.734,11.925,,51.372,29.184,1407.108,1462.411
1849,95.859,-275.678,84.452,-280.037,6189.276,-6301.919,4020.119,-8395.786,,,3.496,10.342,3375.221,2087.047,,-3.828,2.276,66.906,14.201,,54.264,30.098,1461.372,1492.509
1850,-731.362,-1151.068,19.025,-399.48,5457.914,-7452.987,4039.144,-8795.266,,,-315.986,10.632,3059.235,2097.679,,3.821,0.053,70.727,14.254,,-46.803,29.801,1414.569,1522.31
1851,-503.209,-911.023,28.217,-392.353,4954.705,-8364.01,4067.361,-9187.619,,,-193.797,11.137,2865.438,2108.816,,-3.733,-0.486,66.994,13.768,,-37.67,29.986,1376.899,1552.296
1852,18.088,-383.279,79.554,-347.74,4972.793,-8747.289,4146.915,-9535.359,,,-12.919,11.637,2852.519,2120.453,,-2.355,-0.501,64.639,13.267,,23.867,30.499,1400.766,1582.795
1853,651.996,246.926,25.592,-405.887,5624.789,-8500.363,4172.507,-9941.246,,,159.003,11.841,3011.522,2132.294,,3.448,0.134,68.087,13.401,,69.355,30.961,1470.121,1613.756
1854,-864.025,-1287.807,35.884,-403.689,4760.764,-9788.17,4208.391,-10344.935,,,-400.755,12.251,2610.767,2144.545,,-13.665,1.151,54.422,14.552,,-28.009,31.663,1442.112,1645.419
1855,93.278,-315.063,84.161,-363.322,4854.042,-10103.233,4292.552,-10708.257,,,80.328,12.329,2691.095,2156.874,,10.986,2.392,65.408,16.944,,23.375,32.61,1465.487,1678.029
1856,-413.895,-818.913,27.806,-425.903,4440.147,-10922.146,4320.358,-11134.16,,,-75.492,11.796,2615.603,2168.67,,7.37,4.183,72.778,21.127,,-30.068,33.762,1435.419,1711.791
1857,-45.796,-459.807,46.504,-412.424,4394.351,-11381.953,4366.862,-11546.584,,,-15.571,11.746,2600.032,2180.416,,8.054,5.968,80.832,27.095,,4.052,35.245,1439.471,1747.036
1858,540.595,87.714,89.048,-384.328,4934.946,-11294.239,4455.91,-11930.912,,,-4.044,11.478,2595.988,2191.894,,7.098,7.736,87.93,34.831,,107.036,36.924,1546.507,1783.96
1859,-0.825,-455.215,38.881,-434.682,4934.121,-11749.454,4494.791,-12365.594,,,-76.402,11.691,2519.586,2203.585,,3.351,9.958,91.281,44.789,,25.536,38.448,1572.043,1822.408
1860,-291.714,-586.988,61.529,-273.32,4642.407,-12336.442,4556.32,-12638.914,,,-61.628,11.792,2457.958,2215.377,,1.247,17.862,92.528,62.651,,-33.738,43.786,1538.305,1866.194
1861,-455.494,-747.6,124.003,-203.399,4186.913,-13084.042,4680.323,-12842.313,,,-202.831,11.726,2255.127,2227.103,,-4.787,23.127,87.741,85.778,,-24.701,47.317,1513.604,1913.511
1862,-756.701,-1035.274,66.764,-257.091,3430.212,-14119.316,4747.087,-13099.404,,,-269.257,12.349,1985.87,2239.452,,10.763,27.33,98.504,113.108,,-33.959,48.673,1479.645,1962.184
1863,-471.987,-742.753,81.362,-235.454,2958.225,-14862.069,4828.449,-13334.858,,,-76.284,12.586,1909.586,2252.038,,23.587,30.716,122.091,143.824,,-20.579,49.382,1459.066,2011.566
1864,299.825,38.319,135.063,-180.175,3258.05,-14823.75,4963.512,-13515.033,,,7.502,12.708,1917.088,2264.746,,45.535,33.078,167.626,176.902,,52.448,49.5,1511.514,2061.066
1865,95.759,-168.687,74.3,-233.673,3353.809,-14992.437,5037.812,-13748.706,,,-65.458,12.857,1851.63,2277.603,,38.019,35.253,205.645,212.155,,64.487,49.512,1576.001,2110.578
1866,-39.886,-319.98,88.176,-214.731,3313.923,-15312.417,5125.988,-13963.437,,,-12.589,12.576,1839.041,2290.179,,31.992,37.068,237.637,249.223,,45.188,49.253,1621.189,2159.831
1867,-402.168,-655.906,141.685,-154.381,2911.755,-15968.323,5267.673,-14117.818,,,-174.626,12.84,1664.415,2303.019,,33.422,38.68,271.059,287.903,,1.986,48.872,1623.175,2208.703
1868,396.09,149.377,79.144,-211.082,3307.845,-15818.946,5346.817,-14328.9,,,53.242,13.505,1717.657,2316.524,,33.49,40.027,304.549,327.93,,64.855,48.189,1688.03,2256.892
